Subject,Date,Start Time,End Time,Size,Read,Transferred,Duration
NAS,2024-03-20,下午 06:26:18,下午 06:27:36,51.5 GB,213 MB,92.4 MB,0:01:18
SECOM,2024-03-20,下午 03:15:12,下午 06:31:53,931.5 GB,501.2 GB,283.6 MB,3:16:41
SECOM,2024-03-20,下午 06:32:04,下午 06:33:21,931.5 GB,882 MB,268.1 MB,0:01:16
Jira,2024-03-20,下午 06:35:09,下午 06:36:28,300 GB,420 MB,81.8 MB,0:01:18
NAS,2024-03-20,下午 06:36:42,下午 06:38:01,300 GB,413 MB,81.8 MB,0:01:18
Mantis,2024-03-20,下午 06:45:11,下午 06:46:22,68 GB,91 MB,33.1 MB,0:01:10
NAS,2024-03-20,下午 06:46:21,下午 06:47:39,68 GB,89 MB,33.1 MB,0:01:18
SECOM,2024-03-20,下午 03:15:21,下午 07:00:59,931.5 GB,500.9 GB,680.4 MB,3:45:38
IOC_RMA_PDR,2024-03-20,下午 05:55:11,下午 07:01:27,48 GB,335 MB,94.8 MB,1:06:15
ELSE,2024-03-20,下午 07:00:18,下午 07:03:03,100 GB,1.1 GB,358.8 MB,0:02:45
MAWF,2024-03-20,下午 07:05:14,下午 07:06:35,400 GB,1.7 GB,342.1 MB,0:01:20
MAWF,2024-03-20,下午 07:06:47,下午 07:09:06,400 GB,1.7 GB,341.9 MB,0:02:18
NAS,2024-03-20,下午 07:03:26,下午 07:09:34,100 GB,991 MB,358.8 MB,0:06:07
NAS,2024-03-20,下午 07:02:15,下午 07:10:37,48 GB,329 MB,94.8 MB,0:08:21
SECOM,2024-03-20,下午 07:15:12,下午 07:24:27,931.5 GB,917 MB,888.2 MB,0:09:15
MediaWiki,2024-03-20,下午 07:25:17,下午 07:26:07,51.5 GB,14 MB,2.9 MB,0:00:50
NAS,2024-03-20,下午 07:26:03,下午 07:27:24,51.5 GB,14 MB,2.9 MB,0:01:20
Jira,2024-03-20,下午 07:35:18,下午 07:36:25,300 GB,200 MB,44 MB,0:01:06
NAS,2024-03-20,下午 07:36:28,下午 07:37:46,300 GB,196 MB,44 MB,0:01:18
Mantis,2024-03-20,下午 07:45:19,下午 07:46:28,68 GB,85 MB,34.8 MB,0:01:08
NAS,2024-03-20,下午 07:46:29,下午 07:47:47,68 GB,85 MB,34.8 MB,0:01:18
IOC_RMA_PDR,2024-03-20,下午 07:55:06,下午 07:56:45,48 GB,113 MB,29.6 MB,0:01:38
NAS,2024-03-20,下午 07:56:40,下午 08:00:00,48 GB,112 MB,29.6 MB,0:03:19
ELSE,2024-03-20,下午 08:00:12,下午 08:03:36,100 GB,4.6 GB,1.2 GB,0:03:24
NAS,2024-03-20,下午 08:03:43,下午 08:06:02,100 GB,4.3 GB,1.2 GB,0:02:19
MAWF,2024-03-20,下午 08:05:17,下午 08:14:03,400 GB,1.2 GB,1.2 GB,0:08:45
SECOM,2024-03-20,下午 08:15:04,下午 08:20:03,931.5 GB,338.5 MB,332.6 MB,0:04:58
IOC_RMA_PDR,2024-03-20,下午 08:55:19,下午 08:57:04,48 GB,125 MB,30.5 MB,0:01:44
NAS,2024-03-20,下午 08:57:17,下午 09:00:36,48 GB,121 MB,30.5 MB,0:03:19
PLM,2024-03-20,下午 09:00:01,下午 09:09:20,1.3 TB,13.1 GB,5.5 GB,0:09:19
MAWF,2024-03-20,下午 09:05:06,下午 09:09:26,400 GB,181 MB,169.3 MB,0:04:19
NAS,2024-03-20,下午 09:09:25,下午 09:12:44,1.3 TB,13.1 GB,5.5 GB,0:03:19
SECOM,2024-03-20,下午 09:15:17,下午 09:21:22,931.5 GB,493.5 MB,489.1 MB,0:06:05
SECOM,2024-03-20,下午 07:15:16,下午 09:22:07,931.5 GB,501.2 GB,756.8 MB,2:06:51
MediaWiki,2024-03-20,下午 08:25:00,下午 09:22:37,51.5 GB,156 MB,77.4 MB,0:57:37
SECOM,2024-03-20,下午 09:22:04,下午 09:23:23,931.5 GB,2.4 GB,741.3 MB,0:01:18
Jira,2024-03-20,下午 08:35:01,下午 09:23:28,300 GB,237 MB,50.9 MB,0:48:26
NAS,2024-03-20,下午 09:22:51,下午 09:24:09,51.5 GB,156 MB,77.4 MB,0:01:18
Mantis,2024-03-20,下午 08:45:03,下午 09:24:15,68 GB,53 MB,11.6 MB,0:39:12
NAS,2024-03-20,下午 09:23:37,下午 09:24:56,300 GB,236 MB,50.9 MB,0:01:18
NAS,2024-03-20,下午 09:24:23,下午 09:25:42,68 GB,52 MB,11.6 MB,0:01:18
MediaWiki,2024-03-20,下午 09:25:10,下午 09:26:06,51.5 GB,6 MB,1.3 MB,0:00:56
MAWF,2024-03-20,下午 08:05:21,下午 09:27:35,400 GB,260.3 GB,143.7 MB,1:22:13
NAS,2024-03-20,下午 09:26:19,下午 09:27:38,51.5 GB,6 MB,1.3 MB,0:01:18
MAWF,2024-03-20,下午 09:27:29,下午 09:28:47,400 GB,376 MB,135.5 MB,0:01:18
Jira,2024-03-20,下午 09:35:12,下午 09:36:14,300 GB,126 MB,27.4 MB,0:01:02
NAS,2024-03-20,下午 09:36:21,下午 09:37:40,300 GB,126 MB,27.5 MB,0:01:18
Mantis,2024-03-20,下午 09:45:13,下午 09:46:16,68 GB,31 MB,8.9 MB,0:01:02
NAS,2024-03-20,下午 09:46:23,下午 09:47:41,68 GB,30 MB,8.9 MB,0:01:18
IOC_RMA_PDR,2024-03-20,下午 09:55:07,下午 09:56:46,48 GB,118 MB,29.3 MB,0:01:38
NAS,2024-03-20,下午 09:56:41,下午 10:00:01,48 GB,118 MB,29.3 MB,0:03:19
ReverseProxy,2024-03-20,下午 10:00:12,下午 10:04:07,40 GB,450 MB,141.8 MB,0:03:54
NAS,2024-03-20,下午 10:01:46,下午 10:04:07,40 GB,448 MB,141.8 MB,0:02:20
MAWF,2024-03-20,下午 10:05:17,下午 10:06:17,400 GB,452 MB,180.9 MB,0:01:00
MAWF,2024-03-20,下午 10:06:26,下午 10:07:45,400 GB,430 MB,180.7 MB,0:01:18
SECOM,2024-03-20,下午 10:15:18,下午 10:16:41,931.5 GB,1.4 GB,483.7 MB,0:01:22
SECOM,2024-03-20,下午 10:16:51,下午 10:18:07,931.5 GB,1.4 GB,483.8 MB,0:01:16
MediaWiki,2024-03-20,下午 10:25:20,下午 10:26:13,51.5 GB,14 MB,2.9 MB,0:00:52
NAS,2024-03-20,下午 10:26:06,下午 10:27:25,51.5 GB,14 MB,2.9 MB,0:01:18
Jira,2024-03-20,下午 10:35:22,下午 10:36:30,300 GB,197 MB,43.3 MB,0:01:08
NAS,2024-03-20,下午 10:36:31,下午 10:37:50,300 GB,193 MB,43.3 MB,0:01:18
Mantis,2024-03-20,下午 10:45:01,下午 10:46:01,68 GB,63 MB,11.9 MB,0:01:00
NAS,2024-03-20,下午 10:46:10,下午 10:47:28,68 GB,62 MB,11.9 MB,0:01:18
MAWF,2024-03-20,下午 11:05:03,下午 11:06:08,400 GB,304 MB,118.4 MB,0:01:04
MAWF,2024-03-20,下午 11:06:13,下午 11:07:33,400 GB,288 MB,118.2 MB,0:01:20
SECOM,2024-03-20,下午 11:15:05,下午 11:16:15,931.5 GB,484 MB,135.5 MB,0:01:10
SECOM,2024-03-20,下午 11:16:14,下午 11:17:31,931.5 GB,472 MB,135.5 MB,0:01:16
MediaWiki,2024-03-20,下午 11:25:07,下午 11:25:53,51.5 GB,17 MB,3 MB,0:00:46
NAS,2024-03-20,下午 11:25:53,下午 11:27:11,51.5 GB,17 MB,3 MB,0:01:18
Jira,2024-03-20,下午 11:35:08,下午 11:38:47,300 GB,4.3 GB,1.2 GB,0:03:38
NAS,2024-03-20,下午 11:38:59,下午 11:41:20,300 GB,4.3 GB,1.2 GB,0:02:20
Mantis,2024-03-20,下午 11:45:10,下午 11:46:12,68 GB,41 MB,9.3 MB,0:01:02
NAS,2024-03-20,下午 11:46:19,下午 11:47:40,68 GB,40 MB,9.3 MB,0:01:20
IOC_RMA_PDR,2024-03-20,下午 10:55:01,下午 11:48:50,48 GB,159 MB,36.6 MB,0:53:48
ELSE,2024-03-20,下午 11:00:07,下午 11:51:35,319.5 GB,3.3 GB,1.4 GB,0:51:28
NAS,2024-03-20,下午 11:49:07,下午 11:53:28,48 GB,159 MB,36.6 MB,0:04:20
NAS,2024-03-20,下午 11:51:52,下午 11:54:12,319.5 GB,3.3 GB,1.4 GB,0:02:20
IOC_RMA_PDR,2024-03-20,下午 11:55:00,下午 11:56:55,48 GB,64 MB,19.7 MB,0:01:54
NAS,2024-03-21,下午 11:56:58,上午 12:00:18,48 GB,61 MB,19.7 MB,0:03:20
Sales_Portal,2024-03-21,上午 12:00:06,上午 12:02:11,64 GB,588 MB,137.4 MB,0:02:04
SECOM,2024-03-21,上午 12:15:13,上午 12:17:17,931.5 GB,3.8 GB,835.6 MB,0:02:04
SECOM,2024-03-21,上午 12:17:09,上午 12:18:27,931.5 GB,3.8 GB,835.7 MB,0:01:18
MediaWiki,2024-03-21,上午 12:25:14,上午 12:26:07,51.5 GB,15 MB,3.8 MB,0:00:52
NAS,2024-03-21,上午 12:26:01,上午 12:27:19,51.5 GB,15 MB,3.8 MB,0:01:18
NAS,2024-03-21,上午 12:39:53,上午 12:42:11,300 GB,5.5 GB,1.4 GB,0:02:18
Mantis,2024-03-21,上午 12:45:17,上午 12:47:31,68 GB,39 MB,8.8 MB,0:02:14
NAS,2024-03-21,上午 12:47:35,上午 12:50:56,68 GB,39 MB,8.8 MB,0:03:20
Jira,2024-03-21,上午 12:35:16,上午 01:10:59,300 GB,5.5 GB,1.4 GB,0:35:43
IOC_RMA_PDR,2024-03-21,上午 12:55:23,上午 01:16:52,48 GB,348 MB,160.2 MB,0:21:29
SECOM,2024-03-21,下午 10:15:04,上午 01:17:08,931.5 GB,500.9 GB,1 GB,3:02:03
SSRS,2024-03-21,上午 01:00:06,上午 01:20:09,100.6 GB,2.7 GB,723.1 MB,0:20:03
NAS,2024-03-21,上午 01:17:44,上午 01:21:14,48 GB,347 MB,160.2 MB,0:03:30
NAS,2024-03-21,上午 01:20:53,上午 01:23:13,100.6 GB,1.7 GB,723 MB,0:02:20
MAWF,2024-03-21,上午 12:05:12,上午 01:36:02,400 GB,281 GB,3.4 GB,1:30:49
MediaWiki,2024-03-21,上午 01:25:20,上午 01:36:25,51.5 GB,16 MB,3.1 MB,0:11:04
NAS,2024-03-21,上午 01:36:30,上午 01:37:49,51.5 GB,16 MB,3.1 MB,0:01:18
Jira,2024-03-21,上午 01:35:21,上午 01:38:37,300 GB,2.8 GB,753.6 MB,0:03:16
NAS,2024-03-21,上午 01:38:49,上午 01:41:10,300 GB,2.8 GB,753.7 MB,0:02:20
Mantis,2024-03-21,上午 01:45:01,上午 01:46:13,68 GB,30 MB,4.4 MB,0:01:12
NAS,2024-03-21,上午 01:46:10,上午 01:48:33,68 GB,30 MB,4.4 MB,0:02:22
MAWF,2024-03-21,上午 02:05:05,上午 02:06:54,400 GB,996 MB,263.2 MB,0:01:48
MAWF,2024-03-21,上午 01:36:07,上午 02:14:01,400 GB,22.9 GB,3.4 GB,0:37:54
MAWF,2024-03-21,上午 02:14:21,上午 02:15:39,400 GB,976 MB,263.1 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 01:55:20,上午 02:21:44,48 GB,126 MB,30.8 MB,0:26:24
SECOM,2024-03-21,上午 01:17:21,上午 02:22:21,931.5 GB,3.8 GB,3.8 GB,1:05:00
SSRS,2024-03-21,上午 02:00:02,上午 02:24:48,400 GB,3.5 GB,724.5 MB,0:24:46
MediaWiki,2024-03-21,上午 02:25:08,上午 02:26:04,51.5 GB,15 MB,3 MB,0:00:56
NAS,2024-03-21,上午 02:22:22,上午 02:26:43,48 GB,125 MB,30.8 MB,0:04:21
NAS,2024-03-21,上午 02:26:17,上午 02:27:36,51.5 GB,15 MB,3 MB,0:01:18
NAS,2024-03-21,上午 02:25:30,上午 02:27:51,400 GB,3.4 GB,724.5 MB,0:02:20
NAS,2024-03-21,上午 02:25:30,上午 02:27:51,400 GB,3.4 GB,724.5 MB,0:02:20
MAWF,2024-03-21,上午 12:05:12,上午 02:35:43,400 GB,22.2 GB,22.1 GB,2:30:31
Jira,2024-03-21,上午 02:35:09,上午 02:36:03,300 GB,329 MB,74.7 MB,0:00:54
NAS,2024-03-21,上午 02:36:18,上午 02:37:37,300 GB,271 MB,74.7 MB,0:01:18
Mantis,2024-03-21,上午 02:45:10,上午 02:46:20,68 GB,180 MB,17.1 MB,0:01:10
NAS,2024-03-21,上午 02:46:19,上午 02:47:38,68 GB,71 MB,17.1 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 02:55:13,上午 02:56:51,48 GB,85 MB,23.3 MB,0:01:38
NAS,2024-03-21,上午 02:57:34,上午 03:00:54,48 GB,81 MB,23.4 MB,0:03:20
ELSE,2024-03-21,上午 03:00:18,上午 03:02:52,128 GB,3.5 GB,451.3 MB,0:02:34
NAS,2024-03-21,上午 03:03:49,上午 03:08:49,128 GB,3.4 GB,451.3 MB,0:04:59
SECOM,2024-03-21,上午 03:15:11,上午 03:22:08,931.5 GB,449 MB,429.1 MB,0:06:57
SECOM,2024-03-21,上午 01:15:19,上午 03:30:31,931.5 GB,498.7 GB,321.7 MB,2:15:11
MediaWiki,2024-03-21,上午 03:25:13,上午 03:30:56,51.5 GB,12 MB,2.5 MB,0:05:42
SECOM,2024-03-21,上午 03:30:37,上午 03:31:55,931.5 GB,1 GB,306.2 MB,0:01:18
NAS,2024-03-21,上午 03:31:00,上午 03:32:19,51.5 GB,12 MB,2.5 MB,0:01:18
Jira,2024-03-21,上午 03:35:15,上午 03:36:07,300 GB,223 MB,53.1 MB,0:00:52
NAS,2024-03-21,上午 03:36:01,上午 03:37:19,300 GB,220 MB,53.1 MB,0:01:18
Mantis,2024-03-21,上午 03:45:16,上午 03:46:26,68 GB,31 MB,4.9 MB,0:01:10
NAS,2024-03-21,上午 03:46:25,上午 03:47:44,68 GB,31 MB,4.9 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 03:55:07,上午 03:57:02,48 GB,109 MB,28.5 MB,0:01:54
NAS,2024-03-21,上午 03:57:04,上午 04:00:24,48 GB,109 MB,28.5 MB,0:03:19
MAWF,2024-03-21,上午 03:05:12,上午 04:00:51,400 GB,260.3 GB,120.7 MB,0:55:39
ELSE,2024-03-21,上午 04:00:12,上午 04:01:30,50 GB,661 MB,181.5 MB,0:01:18
MAWF,2024-03-21,上午 04:01:03,上午 04:02:22,400 GB,309 MB,112.5 MB,0:01:18
NAS,2024-03-21,上午 04:02:10,上午 04:04:30,50 GB,661 MB,181.5 MB,0:02:20
MAWF,2024-03-21,上午 04:05:18,上午 04:06:20,400 GB,365 MB,139.5 MB,0:01:02
MAWF,2024-03-21,上午 04:06:27,上午 04:07:44,400 GB,355 MB,139.3 MB,0:01:16
SECOM,2024-03-21,上午 04:15:19,上午 04:16:30,931.5 GB,950 MB,276.5 MB,0:01:10
SECOM,2024-03-21,上午 04:16:29,上午 04:17:47,931.5 GB,912 MB,276.5 MB,0:01:18
MediaWiki,2024-03-21,上午 04:25:21,上午 04:26:07,51.5 GB,12 MB,2.6 MB,0:00:46
NAS,2024-03-21,上午 04:26:07,上午 04:27:26,51.5 GB,12 MB,2.6 MB,0:01:18
Jira,2024-03-21,上午 04:35:22,上午 04:36:17,300 GB,223 MB,47.5 MB,0:00:54
NAS,2024-03-21,上午 04:36:32,上午 04:37:48,300 GB,219 MB,47.5 MB,0:01:16
Mantis,2024-03-21,上午 04:45:01,上午 04:46:03,68 GB,30 MB,4.3 MB,0:01:02
NAS,2024-03-21,上午 04:46:10,上午 04:47:29,68 GB,30 MB,4.3 MB,0:01:18
MAWF,2024-03-21,上午 05:05:04,上午 05:06:08,400 GB,273 MB,104.5 MB,0:01:04
MAWF,2024-03-21,上午 05:06:13,上午 05:07:30,400 GB,261 MB,104.4 MB,0:01:16
SECOM,2024-03-21,上午 05:15:05,上午 05:16:12,931.5 GB,294 MB,79.5 MB,0:01:06
SECOM,2024-03-21,上午 05:16:15,上午 05:17:31,931.5 GB,282 MB,79.6 MB,0:01:16
MAWF,2024-03-21,上午 03:05:00,上午 05:20:10,400 GB,709 MB,697.3 MB,2:15:09
IOC_RMA_PDR,2024-03-21,上午 04:55:00,上午 05:20:36,48 GB,142 MB,34.3 MB,0:25:35
PDM2,2024-03-21,上午 05:00:06,上午 05:22:02,400 GB,811 MB,511.4 MB,0:21:55
NAS,2024-03-21,上午 05:22:52,上午 05:25:13,400 GB,768 MB,511.4 MB,0:02:21
NAS,2024-03-21,上午 05:20:54,上午 05:25:15,48 GB,140 MB,34.3 MB,0:04:20
MediaWiki,2024-03-21,上午 05:25:07,上午 05:25:55,51.5 GB,14 MB,2.8 MB,0:00:48
NAS,2024-03-21,上午 05:25:53,上午 05:27:10,51.5 GB,14 MB,2.8 MB,0:01:16
Jira,2024-03-21,上午 05:35:09,上午 05:36:01,300 GB,216 MB,48 MB,0:00:52
NAS,2024-03-21,上午 05:35:55,上午 05:37:14,300 GB,214 MB,48 MB,0:01:18
Mantis,2024-03-21,上午 05:45:10,上午 05:46:13,68 GB,30 MB,4.2 MB,0:01:02
NAS,2024-03-21,上午 05:46:20,上午 05:47:38,68 GB,30 MB,4.2 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 05:55:19,上午 05:57:14,48 GB,85 MB,25 MB,0:01:55
NAS,2024-03-21,上午 05:57:17,上午 06:00:41,48 GB,84 MB,25 MB,0:03:24
ELSE,2024-03-21,上午 06:00:01,上午 06:02:06,64 GB,277 MB,110.9 MB,0:02:05
NAS,2024-03-21,上午 06:01:11,上午 06:03:33,64 GB,257 MB,110.9 MB,0:02:21
MAWF,2024-03-21,上午 06:05:07,上午 06:11:22,400 GB,350.5 MB,345.8 MB,0:06:15
SECOM,2024-03-21,上午 06:15:14,上午 06:48:53,931.5 GB,448 MB,132.4 MB,0:33:39
MediaWiki,2024-03-21,上午 06:25:15,上午 06:49:42,51.5 GB,250 MB,49.9 MB,0:24:27
SECOM,2024-03-21,上午 06:49:08,上午 06:50:29,931.5 GB,441 MB,132.4 MB,0:01:20
Jira,2024-03-21,上午 06:35:16,上午 06:50:33,300 GB,304 MB,63.4 MB,0:15:17
NAS,2024-03-21,上午 06:49:55,上午 06:51:13,51.5 GB,250 MB,49.9 MB,0:01:18
Mantis,2024-03-21,上午 06:45:17,上午 06:51:28,68 GB,92 MB,13 MB,0:06:10
NAS,2024-03-21,上午 06:50:41,上午 06:52:00,300 GB,303 MB,63.4 MB,0:01:18
NAS,2024-03-21,上午 06:51:27,上午 06:52:48,68 GB,91 MB,13 MB,0:01:20
MAWF,2024-03-21,上午 06:05:13,上午 06:55:37,400 GB,260.3 GB,120 MB,0:50:23
IOC_RMA_PDR,2024-03-21,上午 06:55:14,上午 06:56:59,48 GB,188 MB,43.3 MB,0:01:44
MAWF,2024-03-21,上午 06:55:42,上午 06:57:00,400 GB,274 MB,111.8 MB,0:01:18
NAS,2024-03-21,上午 06:57:58,上午 07:02:18,48 GB,184 MB,43.3 MB,0:04:20
ELSE,2024-03-21,上午 07:00:19,上午 07:02:24,32 GB,2 GB,812.6 MB,0:02:05
NAS,2024-03-21,上午 07:03:03,上午 07:05:23,32 GB,2 GB,812.6 MB,0:02:19
MAWF,2024-03-21,上午 07:05:20,上午 07:06:21,400 GB,326 MB,121.2 MB,0:01:00
MAWF,2024-03-21,上午 07:06:29,上午 07:07:46,400 GB,313 MB,121.1 MB,0:01:16
MAWF,2024-03-21,上午 07:05:01,上午 07:09:24,400 GB,194.5 MB,188.8 MB,0:04:23
SECOM,2024-03-21,上午 07:15:11,上午 07:20:26,931.5 GB,408 MB,399.1 MB,0:05:15
MediaWiki,2024-03-21,上午 07:25:22,上午 07:26:19,51.5 GB,162 MB,31.4 MB,0:00:56
NAS,2024-03-21,上午 07:26:32,上午 07:27:50,51.5 GB,162 MB,31.4 MB,0:01:18
Jira,2024-03-21,上午 07:35:00,上午 07:35:55,300 GB,199 MB,43 MB,0:00:54
NAS,2024-03-21,上午 07:35:47,上午 07:37:05,300 GB,198 MB,43.1 MB,0:01:18
Mantis,2024-03-21,上午 07:45:01,上午 07:46:16,68 GB,33 MB,5.2 MB,0:01:14
NAS,2024-03-21,上午 07:46:11,上午 07:47:29,68 GB,33 MB,5.2 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 07:55:03,上午 07:56:47,48 GB,168 MB,36.2 MB,0:01:44
NAS,2024-03-21,上午 07:57:24,上午 08:00:44,48 GB,166 MB,36.3 MB,0:03:20
ELSE,2024-03-21,上午 08:00:08,上午 08:01:27,160 GB,181 MB,77.9 MB,0:01:18
NAS,2024-03-21,上午 08:02:30,上午 08:04:50,160 GB,181 MB,77.9 MB,0:02:20
MAWF,2024-03-21,上午 08:05:14,上午 08:08:41,400 GB,165.5 MB,162.3 MB,0:03:26
SECOM,2024-03-21,上午 08:15:01,上午 08:21:11,931.5 GB,508 MB,501.1 MB,0:06:10
IOC_RMA_PDR,2024-03-21,上午 08:55:16,上午 08:58:41,48 GB,2.1 GB,1.8 GB,0:03:24
MAWF,2024-03-21,上午 08:05:03,上午 09:01:35,400 GB,260.3 GB,124.9 MB,0:56:31
NAS,2024-03-21,上午 08:58:48,上午 09:02:08,48 GB,2.1 GB,1.8 GB,0:03:20
MediaWiki,2024-03-21,上午 08:25:05,上午 09:02:13,51.5 GB,182 MB,79.9 MB,0:37:08
MAWF,2024-03-21,上午 09:01:42,上午 09:03:01,400 GB,288 MB,116.7 MB,0:01:18
Jira,2024-03-21,上午 08:35:06,上午 09:03:02,300 GB,853 MB,228 MB,0:27:56
NAS,2024-03-21,上午 09:02:05,上午 09:03:26,51.5 GB,182 MB,79.9 MB,0:01:20
Mantis,2024-03-21,上午 08:45:07,上午 09:03:49,68 GB,84 MB,28.7 MB,0:18:41
NAS,2024-03-21,上午 09:03:15,上午 09:04:33,300 GB,852 MB,228.1 MB,0:01:18
NAS,2024-03-21,上午 09:04:01,上午 09:05:20,68 GB,83 MB,28.7 MB,0:01:18
MAWF,2024-03-21,上午 09:05:11,上午 09:06:39,400 GB,448 MB,126.7 MB,0:01:28
MAWF,2024-03-21,上午 09:06:43,上午 09:07:59,400 GB,442 MB,126.5 MB,0:01:16
MediaWiki,2024-03-21,上午 09:25:12,上午 09:26:17,51.5 GB,185 MB,80 MB,0:01:04
NAS,2024-03-21,上午 09:26:22,上午 09:27:40,51.5 GB,181 MB,80 MB,0:01:18
SECOM,2024-03-21,上午 09:15:13,上午 09:32:53,931.5 GB,526 MB,522.1 MB,0:17:39
Jira,2024-03-21,上午 09:35:13,上午 09:36:10,300 GB,323 MB,80.7 MB,0:00:56
NAS,2024-03-21,上午 09:36:23,上午 09:37:39,300 GB,323 MB,80.8 MB,0:01:16
SECOM,2024-03-21,上午 07:15:22,上午 09:40:57,931.5 GB,498.7 GB,456.7 MB,2:25:35
SECOM,2024-03-21,上午 09:41:00,上午 09:42:18,931.5 GB,1.3 GB,441.2 MB,0:01:18
Mantis,2024-03-21,上午 09:45:14,上午 09:46:21,68 GB,88 MB,37 MB,0:01:06
NAS,2024-03-21,上午 09:46:24,上午 09:47:42,68 GB,88 MB,37 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 09:55:09,上午 09:57:14,48 GB,269 MB,100 MB,0:02:05
Configuration,2024-03-21,上午 10:00:16,上午 10:00:42,N/A,N/A,N/A,0:00:25
NAS,2024-03-21,上午 09:57:30,上午 10:00:50,48 GB,268 MB,100 MB,0:03:20
Configuration,2024-03-21,上午 10:00:14,上午 10:01:05,N/A,N/A,N/A,0:00:50
MAWF,2024-03-21,上午 10:05:17,上午 10:06:23,400 GB,650 MB,159.9 MB,0:01:06
MAWF,2024-03-21,上午 10:06:26,上午 10:07:43,400 GB,645 MB,159.7 MB,0:01:16
MAWF,2024-03-21,上午 09:05:03,上午 10:16:11,400 GB,258.4 GB,289.8 MB,1:11:08
MediaWiki,2024-03-21,上午 10:25:19,上午 10:26:23,51.5 GB,261 MB,111.6 MB,0:01:04
NAS,2024-03-21,上午 10:26:28,上午 10:27:47,51.5 GB,261 MB,111.6 MB,0:01:18
Jira,2024-03-21,上午 10:35:20,上午 10:36:42,300 GB,810 MB,201.8 MB,0:01:22
NAS,2024-03-21,上午 10:36:53,上午 10:38:13,300 GB,804 MB,201.9 MB,0:01:20
Mantis,2024-03-21,上午 10:45:21,上午 10:46:33,68 GB,93 MB,32.7 MB,0:01:12
NAS,2024-03-21,上午 10:46:30,上午 10:47:49,68 GB,91 MB,32.7 MB,0:01:18
IOC_RMA_PDR,2024-03-21,上午 10:55:01,上午 10:57:00,48 GB,196 MB,61.4 MB,0:01:58
NAS,2024-03-21,上午 10:56:58,上午 11:00:19,48 GB,193 MB,61.4 MB,0:03:20
MAWF,2024-03-21,上午 11:05:11,上午 11:24:32,400 GB,760 MB,693.8 MB,0:19:21
IOC_RMA_PDR,2024-03-21,上午 11:55:18,上午 11:57:33,48 GB,325 MB,154.2 MB,0:02:15
NAS,2024-03-21,上午 11:57:39,下午 12:02:01,48 GB,325 MB,154.2 MB,0:04:22
MAWF,2024-03-21,下午 12:05:05,下午 12:16:13,400 GB,530 MB,526.3 MB,0:11:08
IOC_RMA_PDR,2024-03-21,下午 12:55:14,下午 12:57:13,48 GB,161 MB,49.5 MB,0:01:58
MAWF,2024-03-21,上午 11:05:00,下午 12:59:47,400 GB,260.4 GB,367.1 MB,1:54:47
MediaWiki,2024-03-21,上午 11:25:01,下午 01:00:38,51.5 GB,360 MB,138.7 MB,1:35:36
MAWF,2024-03-21,下午 12:59:50,下午 01:01:09,400 GB,1.1 GB,359 MB,0:01:18
NAS,2024-03-21,下午 12:57:58,下午 01:01:19,48 GB,161 MB,49.5 MB,0:03:20
NAS,2024-03-21,下午 01:00:37,下午 01:01:55,51.5 GB,359 MB,138.7 MB,0:01:18
Jira,2024-03-21,上午 11:35:02,下午 01:01:57,300 GB,1 GB,312.8 MB,1:26:54
Mantis,2024-03-21,上午 11:45:03,下午 01:02:42,68 GB,113 MB,31.8 MB,1:17:38
NAS,2024-03-21,下午 01:02:09,下午 01:03:28,300 GB,1 GB,312.9 MB,0:01:18
NAS,2024-03-21,下午 01:02:56,下午 01:04:14,68 GB,113 MB,31.8 MB,0:01:18
MAWF,2024-03-21,下午 01:05:15,下午 01:06:59,400 GB,989 MB,261.9 MB,0:01:44
MAWF,2024-03-21,下午 01:07:10,下午 01:08:26,400 GB,953 MB,261.7 MB,0:01:16
SECOM,2024-03-21,上午 10:15:18,下午 01:24:15,931.5 GB,498.8 GB,885.8 MB,3:08:56
SECOM,2024-03-21,下午 01:24:30,下午 01:25:49,931.5 GB,2.7 GB,870.4 MB,0:01:18
MediaWiki,2024-03-21,下午 01:25:16,下午 01:26:15,51.5 GB,177 MB,87.6 MB,0:00:58
NAS,2024-03-21,下午 01:26:26,下午 01:27:45,51.5 GB,177 MB,87.6 MB,0:01:18
Jira,2024-03-21,下午 01:35:18,下午 01:36:33,300 GB,507 MB,121.5 MB,0:01:14
NAS,2024-03-21,下午 01:36:28,下午 01:37:46,300 GB,502 MB,121.5 MB,0:01:18
Mantis,2024-03-21,下午 01:45:20,下午 01:46:32,68 GB,75 MB,30.3 MB,0:01:12
NAS,2024-03-21,下午 01:46:29,下午 01:47:50,68 GB,75 MB,30.3 MB,0:01:20
IOC_RMA_PDR,2024-03-21,下午 01:55:08,下午 01:57:07,48 GB,181 MB,60.5 MB,0:01:59
SECOM,2024-03-21,上午 10:15:07,下午 01:58:59,931.5 GB,498.4 GB,1.1 GB,3:43:52
NAS,2024-03-21,下午 01:57:29,下午 02:00:49,48 GB,180 MB,60.5 MB,0:03:20
