Subject,Date,Start Time,End Time,Size,Read,Transferred,Duration
MediaWiki,2024-04-28,上午 02:25:14,上午 02:26:03,51.5 GB,18 MB,3.3 MB,0:00:48
NAS,2024-04-28,上午 02:26:00,上午 02:27:19,51.5 GB,18 MB,3.3 MB,0:01:18
IOC_RMA_PDR,2024-04-28,上午 12:55:08,上午 02:29:52,48 GB,191 MB,42.7 MB,1:34:43
SECOM,2024-04-28,上午 12:15:13,上午 02:30:34,931.5 GB,513.4 GB,4.1 GB,2:15:21
NAS,2024-04-28,上午 02:30:49,上午 02:35:10,48 GB,191 MB,42.7 MB,0:04:21
MAWF,2024-04-28,上午 12:05:02,上午 02:36:00,400 GB,21.8 GB,21.7 GB,2:30:57
SSRS,2024-04-28,上午 01:00:14,上午 02:37:58,100.6 GB,4.2 GB,1009 MB,1:37:44
Jira,2024-04-28,上午 02:35:16,上午 02:40:49,300 GB,2.4 GB,628.9 MB,0:05:33
NAS,2024-04-28,上午 02:38:39,上午 02:40:59,100.6 GB,2.4 GB,1008.9 MB,0:02:19
NAS,2024-04-28,上午 02:40:40,上午 02:41:59,300 GB,2.4 GB,628.9 MB,0:01:18
Mantis,2024-04-28,上午 02:45:18,上午 02:46:04,68 GB,22 MB,4.6 MB,0:00:46
NAS,2024-04-28,上午 02:42:58,上午 02:46:19,400 GB,3.5 GB,1 GB,0:03:21
NAS,2024-04-28,上午 02:42:58,上午 02:46:20,400 GB,3.5 GB,1 GB,0:03:21
NAS,2024-04-28,上午 02:46:04,上午 02:47:25,68 GB,22 MB,4.6 MB,0:01:20
IOC_RMA_PDR,2024-04-28,上午 02:55:09,上午 02:57:04,48 GB,80 MB,24.8 MB,0:01:55
SSRS,2024-04-28,上午 02:00:12,上午 02:59:55,400 GB,3.6 GB,1 GB,0:59:42
NAS,2024-04-28,上午 02:57:56,上午 03:01:16,48 GB,80 MB,24.8 MB,0:03:19
ELSE,2024-04-28,上午 03:00:17,上午 03:01:36,128 GB,374 MB,50.7 MB,0:01:19
NAS,2024-04-28,上午 03:01:51,上午 03:04:10,128 GB,370 MB,50.7 MB,0:02:19
IOC_RMA_PDR,2024-04-28,上午 03:55:01,上午 03:56:26,48 GB,113 MB,31.3 MB,0:01:24
NAS,2024-04-28,上午 03:56:35,上午 03:59:54,48 GB,113 MB,31.3 MB,0:03:19
ELSE,2024-04-28,上午 04:00:07,上午 04:02:15,50 GB,1.7 GB,594.4 MB,0:02:08
NAS,2024-04-28,上午 04:02:28,上午 04:04:48,50 GB,1.6 GB,594.4 MB,0:02:19
SECOM,2024-04-28,上午 04:15:23,上午 04:21:54,931.5 GB,515.5 MB,505.1 MB,0:06:30
IOC_RMA_PDR,2024-04-28,上午 04:55:18,上午 04:56:56,48 GB,224 MB,94.5 MB,0:01:38
NAS,2024-04-28,上午 04:56:52,上午 05:01:14,48 GB,220 MB,94.5 MB,0:04:22
PDM2,2024-04-28,上午 05:00:00,上午 05:01:49,400 GB,246 MB,93.5 MB,0:01:49
NAS,2024-04-28,上午 05:01:58,上午 05:04:17,400 GB,240 MB,93.5 MB,0:02:19
MAWF,2024-04-28,上午 04:05:06,上午 05:15:55,400 GB,264.6 GB,291.7 MB,1:10:48
MediaWiki,2024-04-28,上午 04:25:08,上午 05:16:22,51.5 GB,22 MB,4.3 MB,0:51:14
MAWF,2024-04-28,上午 05:16:01,上午 05:17:22,400 GB,765 MB,283.4 MB,0:01:20
Jira,2024-04-28,上午 04:35:09,上午 05:17:23,300 GB,396 MB,90.1 MB,0:42:14
NAS,2024-04-28,上午 05:16:25,上午 05:17:43,51.5 GB,22 MB,4.3 MB,0:01:18
Mantis,2024-04-28,上午 04:45:10,上午 05:18:01,68 GB,131 MB,6.9 MB,0:32:50
NAS,2024-04-28,上午 05:17:34,上午 05:18:53,300 GB,392 MB,90.1 MB,0:01:18
NAS,2024-04-28,上午 05:17:58,上午 05:19:16,68 GB,34 MB,6.9 MB,0:01:18
IOC_RMA_PDR,2024-04-28,上午 05:55:12,上午 05:56:41,48 GB,112 MB,31.1 MB,0:01:29
NAS,2024-04-28,上午 05:57:33,上午 06:00:53,48 GB,112 MB,31.1 MB,0:03:20
ELSE,2024-04-28,上午 06:00:18,上午 06:01:42,64 GB,279 MB,128.8 MB,0:01:24
NAS,2024-04-28,上午 06:02:39,上午 06:05:25,64 GB,275 MB,128.8 MB,0:02:46
MAWF,2024-04-28,上午 06:05:20,上午 06:06:47,400 GB,385 MB,150.6 MB,0:01:26
MAWF,2024-04-28,上午 06:06:53,上午 06:08:11,400 GB,376 MB,150.4 MB,0:01:18
SECOM,2024-04-28,上午 04:15:07,上午 06:12:33,931.5 GB,513.7 GB,161 MB,1:57:25
SECOM,2024-04-28,上午 06:12:40,上午 06:13:57,931.5 GB,504 MB,145.1 MB,0:01:16
SECOM,2024-04-28,上午 06:15:10,上午 06:20:36,931.5 GB,404 MB,375.1 MB,0:05:25
MAWF,2024-04-28,上午 04:05:12,上午 06:20:38,400 GB,1.2 GB,1.2 GB,2:15:26
MediaWiki,2024-04-28,上午 06:25:00,上午 06:25:58,51.5 GB,36 MB,8.3 MB,0:00:58
NAS,2024-04-28,上午 06:26:09,上午 06:27:27,51.5 GB,36 MB,8.3 MB,0:01:18
Jira,2024-04-28,上午 06:35:01,上午 06:36:25,300 GB,375 MB,83.1 MB,0:01:24
NAS,2024-04-28,上午 06:36:33,上午 06:37:54,300 GB,372 MB,83.2 MB,0:01:20
Mantis,2024-04-28,上午 06:45:02,上午 06:46:00,68 GB,73 MB,9.4 MB,0:00:58
NAS,2024-04-28,上午 06:46:11,上午 06:47:31,68 GB,72 MB,9.4 MB,0:01:20
IOC_RMA_PDR,2024-04-28,上午 06:55:02,上午 06:56:30,48 GB,195 MB,47 MB,0:01:28
NAS,2024-04-28,上午 06:56:59,上午 07:00:20,48 GB,194 MB,47 MB,0:03:20
ELSE,2024-04-28,上午 07:00:08,上午 07:01:52,32 GB,732 MB,235.6 MB,0:01:44
NAS,2024-04-28,上午 07:02:05,上午 07:04:25,32 GB,725 MB,235.6 MB,0:02:19
SECOM,2024-04-28,上午 06:15:22,上午 07:46:00,931.5 GB,513.7 GB,553.5 MB,1:30:37
SECOM,2024-04-28,上午 07:45:53,上午 07:47:13,931.5 GB,1.7 GB,537.6 MB,0:01:20
IOC_RMA_PDR,2024-04-28,上午 07:55:13,上午 07:56:38,48 GB,151 MB,38.3 MB,0:01:24
ELSE,2024-04-28,上午 08:00:17,上午 08:01:42,160 GB,298 MB,145.3 MB,0:01:25
NAS,2024-04-28,上午 07:57:33,上午 08:02:55,48 GB,149 MB,38.3 MB,0:05:21
NAS,2024-04-28,上午 08:02:39,上午 08:04:59,160 GB,296 MB,145.3 MB,0:02:20
MAWF,2024-04-28,上午 08:05:00,上午 08:10:22,400 GB,360 MB,357.3 MB,0:05:21
SECOM,2024-04-28,上午 08:15:10,上午 08:24:33,931.5 GB,958 MB,954.2 MB,0:09:23
IOC_RMA_PDR,2024-04-28,上午 08:55:02,上午 08:58:57,48 GB,2.3 GB,1.9 GB,0:03:55
NAS,2024-04-28,上午 08:58:57,上午 09:03:18,48 GB,2.3 GB,1.9 GB,0:04:21
MAWF,2024-04-28,上午 08:05:11,上午 09:04:44,400 GB,264.6 GB,180.4 MB,0:59:33
MediaWiki,2024-04-28,上午 08:25:13,上午 09:05:40,51.5 GB,78 MB,14.2 MB,0:40:26
MAWF,2024-04-28,上午 09:04:56,上午 09:06:16,400 GB,448 MB,172.1 MB,0:01:20
NAS,2024-04-28,上午 09:05:42,上午 09:07:01,51.5 GB,78 MB,14.2 MB,0:01:18
Jira,2024-04-28,上午 08:35:14,上午 09:13:12,300 GB,7.2 GB,171.1 MB,0:37:57
Mantis,2024-04-28,上午 08:45:16,上午 09:13:40,68 GB,53 MB,4.8 MB,0:28:24
NAS,2024-04-28,上午 09:13:26,上午 09:14:44,300 GB,603 MB,170.9 MB,0:01:18
NAS,2024-04-28,上午 09:13:49,上午 09:15:07,68 GB,53 MB,4.8 MB,0:01:18
IOC_RMA_PDR,2024-04-28,上午 09:55:16,上午 09:57:11,48 GB,164 MB,41.7 MB,0:01:54
Configuration,2024-04-28,上午 10:00:03,上午 10:00:28,N/A,N/A,N/A,0:00:25
NAS,2024-04-28,上午 09:57:37,上午 10:00:57,48 GB,164 MB,41.7 MB,0:03:19
Configuration,2024-04-28,上午 10:00:22,上午 10:01:10,N/A,N/A,N/A,0:00:47
MAWF,2024-04-28,上午 10:05:04,上午 10:10:04,400 GB,252 MB,250.8 MB,0:04:59
SECOM,2024-04-28,上午 08:15:12,上午 10:18:25,931.5 GB,513.7 GB,2.1 GB,2:03:13
SECOM,2024-04-28,上午 10:18:32,上午 10:19:53,931.5 GB,6.3 GB,2.1 GB,0:01:20
SECOM,2024-04-28,上午 10:15:14,上午 10:21:41,931.5 GB,439 MB,434.6 MB,0:06:26
MediaWiki,2024-04-28,上午 10:25:05,上午 10:26:04,51.5 GB,13 MB,2.9 MB,0:00:58
NAS,2024-04-28,上午 10:26:15,上午 10:27:33,51.5 GB,13 MB,2.9 MB,0:01:18
Jira,2024-04-28,上午 10:35:07,上午 10:36:19,300 GB,243 MB,51 MB,0:01:12
NAS,2024-04-28,上午 10:36:16,上午 10:37:32,300 GB,240 MB,51 MB,0:01:16
Mantis,2024-04-28,上午 10:45:08,上午 10:46:00,68 GB,24 MB,3 MB,0:00:52
NAS,2024-04-28,上午 10:45:54,上午 10:47:14,68 GB,24 MB,3 MB,0:01:20
IOC_RMA_PDR,2024-04-28,上午 10:55:07,上午 10:56:32,48 GB,127 MB,33.4 MB,0:01:24
MAWF,2024-04-28,上午 10:05:04,上午 10:59:03,400 GB,264.6 GB,168 MB,0:53:59
MAWF,2024-04-28,上午 10:59:00,上午 11:00:18,400 GB,422 MB,159.7 MB,0:01:18
NAS,2024-04-28,上午 10:57:04,上午 11:00:24,48 GB,127 MB,33.4 MB,0:03:19
IOC_RMA_PDR,2024-04-28,上午 11:55:19,上午 11:56:58,48 GB,250 MB,118.6 MB,0:01:38
NAS,2024-04-28,上午 11:57:40,下午 12:02:01,48 GB,250 MB,118.6 MB,0:04:21
MAWF,2024-04-28,下午 12:05:20,下午 12:06:26,400 GB,489 MB,190.1 MB,0:01:06
MAWF,2024-04-28,下午 12:06:29,下午 12:07:48,400 GB,480 MB,190 MB,0:01:18
MAWF,2024-04-28,下午 12:05:06,下午 12:09:37,400 GB,304.5 MB,296.8 MB,0:04:31
SECOM,2024-04-28,下午 12:15:22,下午 12:16:48,931.5 GB,1.7 GB,569.5 MB,0:01:26
SECOM,2024-04-28,下午 12:16:54,下午 12:18:11,931.5 GB,1.5 GB,569.6 MB,0:01:16
MediaWiki,2024-04-28,下午 12:25:00,下午 12:25:55,51.5 GB,13 MB,2.2 MB,0:00:54
NAS,2024-04-28,下午 12:25:46,下午 12:27:05,51.5 GB,13 MB,2.2 MB,0:01:18
Jira,2024-04-28,下午 12:35:02,下午 12:36:10,300 GB,276 MB,56 MB,0:01:08
NAS,2024-04-28,下午 12:36:11,下午 12:37:27,300 GB,268 MB,56 MB,0:01:16
Mantis,2024-04-28,下午 12:45:03,下午 12:45:56,68 GB,52 MB,8.9 MB,0:00:52
NAS,2024-04-28,下午 12:45:50,下午 12:47:08,68 GB,52 MB,8.9 MB,0:01:18
IOC_RMA_PDR,2024-04-28,下午 12:55:10,下午 12:56:55,48 GB,117 MB,31.1 MB,0:01:44
NAS,2024-04-28,下午 12:57:07,下午 01:00:29,48 GB,117 MB,31.1 MB,0:03:21
IOC_RMA_PDR,2024-04-28,下午 01:55:00,下午 01:56:39,48 GB,112 MB,30.1 MB,0:01:38
SECOM,2024-04-28,下午 12:15:16,下午 01:58:34,931.5 GB,513.4 GB,3.4 GB,1:43:17
NAS,2024-04-28,下午 01:56:34,下午 01:59:55,48 GB,112 MB,30.1 MB,0:03:20
MAWF,2024-04-28,下午 02:05:12,下午 02:09:14,400 GB,259 MB,255.3 MB,0:04:02
SECOM,2024-04-28,下午 02:15:18,下午 02:19:14,931.5 GB,774 MB,235.6 MB,0:03:56
SECOM,2024-04-28,下午 02:19:09,下午 02:20:27,931.5 GB,763 MB,235.6 MB,0:01:18
SECOM,2024-04-28,下午 02:15:22,下午 02:22:57,931.5 GB,444.5 MB,437.1 MB,0:07:35
MediaWiki,2024-04-28,下午 02:25:19,下午 02:26:21,51.5 GB,27 MB,4.7 MB,0:01:02
NAS,2024-04-28,下午 02:26:28,下午 02:27:46,51.5 GB,27 MB,4.8 MB,0:01:18
Jira,2024-04-28,下午 02:35:19,下午 02:36:22,300 GB,261 MB,53.5 MB,0:01:02
NAS,2024-04-28,下午 02:36:29,下午 02:37:45,300 GB,257 MB,53.5 MB,0:01:16
Mantis,2024-04-28,下午 02:45:20,下午 02:46:13,68 GB,33 MB,5.1 MB,0:00:52
NAS,2024-04-28,下午 02:46:07,下午 02:47:27,68 GB,33 MB,5.2 MB,0:01:20
MAWF,2024-04-28,下午 02:05:17,下午 02:49:57,400 GB,264.6 GB,258.5 MB,0:44:40
MAWF,2024-04-28,下午 02:49:58,下午 02:51:16,400 GB,587 MB,250.2 MB,0:01:18
IOC_RMA_PDR,2024-04-28,下午 02:55:14,下午 02:56:39,48 GB,117 MB,32 MB,0:01:24
NAS,2024-04-28,下午 02:57:11,下午 03:01:31,48 GB,117 MB,32 MB,0:04:19
IOC_RMA_PDR,2024-04-28,下午 03:55:04,下午 03:56:29,48 GB,124 MB,31.1 MB,0:01:24
NAS,2024-04-28,下午 03:56:38,下午 03:59:58,48 GB,119 MB,31.1 MB,0:03:20
MAWF,2024-04-28,下午 04:05:16,下午 04:19:23,400 GB,341 MB,333.8 MB,0:14:07
SECOM,2024-04-28,下午 04:15:03,下午 04:21:44,931.5 GB,508.5 MB,500.6 MB,0:06:41
IOC_RMA_PDR,2024-04-28,下午 04:55:19,下午 04:56:44,48 GB,117 MB,31.7 MB,0:01:24
NAS,2024-04-28,下午 04:57:16,下午 05:01:37,48 GB,117 MB,31.7 MB,0:04:20
MAWF,2024-04-28,下午 04:05:09,下午 05:15:27,400 GB,264.6 GB,202.7 MB,1:10:17
MediaWiki,2024-04-28,下午 04:25:11,下午 05:15:58,51.5 GB,27 MB,5.5 MB,0:50:46
MAWF,2024-04-28,下午 05:15:18,下午 05:16:39,400 GB,564 MB,194.4 MB,0:01:20
Jira,2024-04-28,下午 04:35:12,下午 05:16:52,300 GB,312 MB,67.9 MB,0:41:40
Mantis,2024-04-28,下午 04:45:13,下午 05:17:19,68 GB,38 MB,11 MB,0:32:05
NAS,2024-04-28,下午 05:16:05,下午 05:17:25,51.5 GB,27 MB,5.5 MB,0:01:20
NAS,2024-04-28,下午 05:16:52,下午 05:18:10,300 GB,309 MB,68 MB,0:01:18
NAS,2024-04-28,下午 05:17:15,下午 05:18:36,68 GB,38 MB,11 MB,0:01:20
IOC_RMA_PDR,2024-04-28,下午 05:55:09,下午 05:56:34,48 GB,111 MB,30.3 MB,0:01:24
NAS,2024-04-28,下午 05:56:43,下午 06:00:03,48 GB,111 MB,30.3 MB,0:03:20
MAWF,2024-04-28,下午 06:05:00,下午 06:07:27,400 GB,3.3 GB,1 GB,0:02:26
MAWF,2024-04-28,下午 06:07:19,下午 06:08:37,400 GB,2.2 GB,1 GB,0:01:18
SECOM,2024-04-28,下午 04:15:10,下午 06:12:29,931.5 GB,513.8 GB,303.7 MB,1:57:19
SECOM,2024-04-28,下午 06:12:43,下午 06:13:59,931.5 GB,996 MB,287.7 MB,0:01:16
SECOM,2024-04-28,下午 06:15:06,下午 06:21:31,931.5 GB,501 MB,474.1 MB,0:06:24
MAWF,2024-04-28,下午 06:05:19,下午 06:21:57,400 GB,2.1 GB,1.4 GB,0:16:38
MediaWiki,2024-04-28,下午 06:25:03,下午 06:26:01,51.5 GB,15 MB,2.9 MB,0:00:58
NAS,2024-04-28,下午 06:26:12,下午 06:27:31,51.5 GB,15 MB,2.9 MB,0:01:18
Jira,2024-04-28,下午 06:35:04,下午 06:36:06,300 GB,217 MB,44.9 MB,0:01:02
NAS,2024-04-28,下午 06:36:13,下午 06:37:32,300 GB,214 MB,44.9 MB,0:01:18
Mantis,2024-04-28,下午 06:45:05,下午 06:45:57,68 GB,70 MB,19.7 MB,0:00:52
NAS,2024-04-28,下午 06:45:51,下午 06:47:10,68 GB,68 MB,19.7 MB,0:01:18
IOC_RMA_PDR,2024-04-28,下午 06:55:23,下午 06:56:47,48 GB,125 MB,29.9 MB,0:01:24
NAS,2024-04-28,下午 06:57:20,下午 07:01:40,48 GB,122 MB,29.9 MB,0:04:19
ELSE,2024-04-28,下午 07:00:04,下午 07:02:29,100 GB,1.4 GB,392.7 MB,0:02:25
NAS,2024-04-28,下午 07:02:26,下午 07:04:46,100 GB,1.1 GB,392.7 MB,0:02:20
SECOM,2024-04-28,下午 06:15:02,下午 07:43:04,931.5 GB,513.8 GB,580.7 MB,1:28:02
SECOM,2024-04-28,下午 07:43:15,下午 07:44:31,931.5 GB,1.8 GB,564.9 MB,0:01:16
IOC_RMA_PDR,2024-04-28,下午 07:55:15,下午 07:56:34,48 GB,120 MB,31.1 MB,0:01:18
NAS,2024-04-28,下午 07:56:49,下午 08:00:09,48 GB,120 MB,31.1 MB,0:03:19
ELSE,2024-04-28,下午 08:00:20,下午 08:02:29,100 GB,2.3 GB,491.8 MB,0:02:08
NAS,2024-04-28,下午 08:03:05,下午 08:05:26,100 GB,2 GB,491.6 MB,0:02:21
MAWF,2024-04-28,下午 08:05:14,下午 08:06:28,400 GB,705 MB,229.4 MB,0:01:14
MAWF,2024-04-28,下午 08:06:23,下午 08:07:42,400 GB,684 MB,229.3 MB,0:01:18
SECOM,2024-04-28,下午 08:15:16,下午 08:17:02,931.5 GB,1.3 GB,427.1 MB,0:01:46
SECOM,2024-04-28,下午 08:17:11,下午 08:18:28,931.5 GB,1.3 GB,427.2 MB,0:01:16
MediaWiki,2024-04-28,下午 08:25:17,下午 08:26:14,51.5 GB,18 MB,3.3 MB,0:00:56
NAS,2024-04-28,下午 08:26:27,下午 08:27:43,51.5 GB,18 MB,3.3 MB,0:01:16
Jira,2024-04-28,下午 08:35:19,下午 08:36:22,300 GB,263 MB,52.2 MB,0:01:02
NAS,2024-04-28,下午 08:36:29,下午 08:37:45,300 GB,260 MB,52.2 MB,0:01:16
Mantis,2024-04-28,下午 08:45:21,下午 08:46:09,68 GB,18 MB,1.8 MB,0:00:48
NAS,2024-04-28,下午 08:46:07,下午 08:47:26,68 GB,18 MB,1.8 MB,0:01:18
MAWF,2024-04-28,下午 08:05:02,下午 09:16:43,400 GB,262.8 GB,497.6 MB,1:11:41
IOC_RMA_PDR,2024-04-28,下午 08:55:11,下午 09:16:50,48 GB,136 MB,34 MB,0:21:38
NAS,2024-04-28,下午 09:17:32,下午 09:20:52,48 GB,136 MB,34 MB,0:03:20
PLM,2024-04-28,下午 09:00:16,下午 09:21:15,1.3 TB,6.2 GB,2.4 GB,0:20:58
NAS,2024-04-28,下午 09:21:50,下午 09:24:11,1.3 TB,6.2 GB,2.4 GB,0:02:21
IOC_RMA_PDR,2024-04-28,下午 09:55:06,下午 09:56:35,48 GB,103 MB,28.4 MB,0:01:28
NAS,2024-04-28,下午 09:57:03,下午 10:00:24,48 GB,103 MB,28.4 MB,0:03:20
ReverseProxy,2024-04-28,下午 10:00:12,下午 10:01:27,40 GB,455 MB,88.3 MB,0:01:15
NAS,2024-04-28,下午 10:02:09,下午 10:04:30,40 GB,361 MB,88.3 MB,0:02:20
MAWF,2024-04-28,下午 10:05:18,下午 10:09:46,400 GB,253 MB,243.3 MB,0:04:27
SECOM,2024-04-28,下午 10:15:11,下午 10:24:00,931.5 GB,672 MB,194.4 MB,0:08:48
SECOM,2024-04-28,下午 10:24:03,下午 10:25:21,931.5 GB,662 MB,194.4 MB,0:01:18
MediaWiki,2024-04-28,下午 10:25:12,下午 10:26:13,51.5 GB,17 MB,3.1 MB,0:01:00
NAS,2024-04-28,下午 10:26:22,下午 10:27:40,51.5 GB,17 MB,3.1 MB,0:01:18
Jira,2024-04-28,下午 10:35:13,下午 10:36:15,300 GB,252 MB,51.8 MB,0:01:02
NAS,2024-04-28,下午 10:36:22,下午 10:37:39,300 GB,248 MB,51.8 MB,0:01:16
Mantis,2024-04-28,下午 10:45:14,下午 10:46:06,68 GB,60 MB,15 MB,0:00:52
NAS,2024-04-28,下午 10:46:00,下午 10:47:20,68 GB,59 MB,15 MB,0:01:20
IOC_RMA_PDR,2024-04-28,下午 10:55:23,下午 10:57:08,48 GB,128 MB,32.5 MB,0:01:45
NAS,2024-04-28,下午 10:57:43,下午 11:02:04,48 GB,125 MB,32.5 MB,0:04:20
ELSE,2024-04-28,下午 11:00:04,下午 11:03:24,319.5 GB,2.3 GB,754.6 MB,0:03:19
SECOM,2024-04-28,下午 08:15:13,下午 11:12:28,931.5 GB,513.4 GB,1.7 GB,2:57:14
MAWF,2024-04-28,下午 10:05:11,下午 11:14:11,400 GB,264.7 GB,175 MB,1:09:00
MAWF,2024-04-28,下午 11:14:07,下午 11:16:26,400 GB,400 MB,166.6 MB,0:02:18
IOC_RMA_PDR,2024-04-28,下午 11:55:21,下午 11:57:00,48 GB,122 MB,31.8 MB,0:01:39
NAS,2024-04-29,下午 11:03:36,上午 12:01:46,319.5 GB,2.3 GB,754.6 MB,0:58:10
Sales_Portal,2024-04-29,上午 12:00:04,上午 12:04:20,64 GB,4.8 GB,644.9 MB,0:04:15
NAS,2024-04-29,下午 11:57:19,上午 12:04:43,48 GB,119 MB,31.8 MB,0:07:23
MAWF,2024-04-29,上午 12:10:48,上午 12:14:11,400 GB,22.8 GB,3.4 GB,0:03:22
MediaWiki,2024-04-29,上午 12:25:04,上午 12:26:20,51.5 GB,22 MB,4.4 MB,0:01:16
NAS,2024-04-29,上午 12:26:13,上午 12:27:32,51.5 GB,22 MB,4.4 MB,0:01:18
MAWF,2024-04-29,上午 12:05:02,上午 12:33:47,400 GB,22.8 GB,3.4 GB,0:28:45
Jira,2024-04-29,上午 12:35:06,上午 12:39:17,300 GB,6.9 GB,1.5 GB,0:04:10
NAS,2024-04-29,上午 12:39:21,上午 12:40:39,300 GB,6.9 GB,1.5 GB,0:01:18
Mantis,2024-04-29,上午 12:45:08,上午 12:46:08,68 GB,27 MB,2.6 MB,0:01:00
SECOM,2024-04-29,上午 12:15:21,上午 12:55:20,931.5 GB,3.8 GB,3.8 GB,0:39:59
IOC_RMA_PDR,2024-04-29,上午 12:55:15,上午 12:56:54,48 GB,119 MB,31.3 MB,0:01:39
NAS,2024-04-29,上午 12:46:18,上午 12:59:18,68 GB,27 MB,2.6 MB,0:13:00
NAS,2024-04-29,上午 12:57:36,上午 01:01:57,48 GB,115 MB,31.3 MB,0:04:20
SSRS,2024-04-29,上午 01:00:21,上午 01:08:30,100.6 GB,8.7 GB,2.7 GB,0:08:09
NAS,2024-04-29,上午 01:08:57,上午 01:11:17,100.6 GB,6.9 GB,2.7 GB,0:02:20
IOC_RMA_PDR,2024-04-29,上午 01:55:05,上午 01:56:32,48 GB,113 MB,30.2 MB,0:01:26
NAS,2024-04-29,上午 01:57:26,上午 02:00:48,48 GB,113 MB,30.2 MB,0:03:21
SSRS,2024-04-29,上午 02:00:11,上午 02:03:56,400 GB,2.7 GB,606.3 MB,0:03:45
MAWF,2024-04-29,上午 02:05:18,上午 02:06:42,400 GB,975 MB,254 MB,0:01:24
NAS,2024-04-29,上午 02:04:29,上午 02:06:49,400 GB,2.6 GB,606.3 MB,0:02:20
SECOM,2024-04-29,上午 12:15:03,上午 02:07:06,931.5 GB,513.7 GB,1.1 GB,1:52:03
MAWF,2024-04-29,上午 02:06:51,上午 02:08:11,400 GB,957 MB,253.9 MB,0:01:20
SECOM,2024-04-29,上午 02:07:14,上午 02:08:32,931.5 GB,4.7 GB,1.1 GB,0:01:18
SECOM,2024-04-29,上午 02:15:20,上午 02:16:34,931.5 GB,735 MB,253 MB,0:01:14
SECOM,2024-04-29,上午 02:16:29,上午 02:17:46,931.5 GB,724 MB,253.1 MB,0:01:16
MediaWiki,2024-04-29,上午 02:25:21,上午 02:26:18,51.5 GB,165 MB,65.8 MB,0:00:56
NAS,2024-04-29,上午 02:26:31,上午 02:27:49,51.5 GB,165 MB,65.8 MB,0:01:18
SECOM,2024-04-29,上午 02:15:05,上午 02:30:08,931.5 GB,435.5 MB,429.1 MB,0:15:03
NAS,2024-04-29,上午 02:04:29,上午 02:38:00,400 GB,2.6 GB,606.3 MB,0:33:30
Jira,2024-04-29,上午 02:35:00,上午 02:38:02,300 GB,3.6 GB,789.6 MB,0:03:02
NAS,2024-04-29,上午 02:38:05,上午 02:39:21,300 GB,3.6 GB,789.6 MB,0:01:16
Mantis,2024-04-29,上午 02:45:01,上午 02:45:49,68 GB,31 MB,4.4 MB,0:00:48
NAS,2024-04-29,上午 02:45:47,上午 02:47:04,68 GB,31 MB,4.4 MB,0:01:16
IOC_RMA_PDR,2024-04-29,上午 02:55:04,上午 02:56:39,48 GB,118 MB,30.7 MB,0:01:34
NAS,2024-04-29,上午 02:56:38,上午 02:59:59,48 GB,118 MB,30.7 MB,0:03:20
ELSE,2024-04-29,上午 03:00:11,上午 03:03:59,128 GB,1.8 GB,110.9 MB,0:03:48
NAS,2024-04-29,上午 03:02:55,上午 03:05:16,128 GB,505 MB,110.9 MB,0:02:20
MAWF,2024-04-29,上午 12:05:10,上午 03:10:52,400 GB,22.1 GB,22.1 GB,3:05:41
IOC_RMA_PDR,2024-04-29,上午 03:55:19,上午 03:56:45,48 GB,111 MB,29.6 MB,0:01:26
ELSE,2024-04-29,上午 04:00:00,上午 04:01:29,50 GB,705 MB,190.6 MB,0:01:28
NAS,2024-04-29,上午 03:57:16,上午 04:01:36,48 GB,111 MB,29.6 MB,0:04:20
NAS,2024-04-29,上午 04:02:21,上午 04:04:41,50 GB,700 MB,190.6 MB,0:02:19
SECOM,2024-04-29,上午 04:15:16,上午 04:20:34,931.5 GB,420.5 MB,413.6 MB,0:05:17
IOC_RMA_PDR,2024-04-29,上午 04:55:12,上午 04:56:47,48 GB,110 MB,29.3 MB,0:01:34
NAS,2024-04-29,上午 04:56:46,上午 05:00:07,48 GB,110 MB,29.3 MB,0:03:20
PDM2,2024-04-29,上午 05:00:18,上午 05:02:03,400 GB,419 MB,143.5 MB,0:01:45
NAS,2024-04-29,上午 05:03:02,上午 05:05:22,400 GB,361 MB,143.5 MB,0:02:19
MAWF,2024-04-29,上午 04:05:13,上午 05:15:35,400 GB,264.7 GB,232.1 MB,1:10:21
MediaWiki,2024-04-29,上午 04:25:15,上午 05:16:12,51.5 GB,21 MB,3.5 MB,0:50:56
Jira,2024-04-29,上午 04:35:16,上午 05:16:55,300 GB,302 MB,67.3 MB,0:41:38
MAWF,2024-04-29,上午 05:15:45,上午 05:17:04,400 GB,575 MB,223.8 MB,0:01:18
NAS,2024-04-29,上午 05:16:09,上午 05:17:27,51.5 GB,21 MB,3.5 MB,0:01:18
Mantis,2024-04-29,上午 04:45:18,上午 05:17:30,68 GB,29 MB,3.8 MB,0:32:12
NAS,2024-04-29,上午 05:16:55,上午 05:18:12,300 GB,299 MB,67.3 MB,0:01:16
NAS,2024-04-29,上午 05:17:42,上午 05:18:58,68 GB,29 MB,3.8 MB,0:01:16
IOC_RMA_PDR,2024-04-29,上午 05:55:06,上午 05:56:40,48 GB,110 MB,29.8 MB,0:01:34
NAS,2024-04-29,上午 05:57:27,上午 06:00:48,48 GB,110 MB,29.8 MB,0:03:20
ELSE,2024-04-29,上午 06:00:12,上午 06:01:47,64 GB,1.1 GB,7.3 MB,0:01:34
NAS,2024-04-29,上午 06:02:34,上午 06:04:54,64 GB,74 MB,7.3 MB,0:02:19
